City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
909,Guasdualito,VE,76.96,scattered clouds,7.2424,-70.7324,
911,Pangai,TO,84.31,few clouds,-19.8,-174.35,
912,San Carlos,VE,76.51,broken clouds,9.6612,-68.5827,
918,Pontianak,ID,84.18,scattered clouds,-0.0333,109.3333,
925,Conakry,GN,76.35,overcast clouds,9.538,-13.6773,
931,Gold Coast,AU,84.16,scattered clouds,-28.0,153.4333,
935,San-Pedro,CI,78.48,scattered clouds,4.7485,-6.6363,
948,Olinda,BR,82.13,broken clouds,-8.0089,-34.8553,
950,Nalvo,PH,80.91,scattered clouds,16.8096,120.5108,
951,Kununurra,AU,87.78,overcast clouds,-15.7667,128.7333,
952,Banjar,ID,80.46,heavy intensity rain,-8.19,114.9675,
954,Blackwater,AU,85.8,overcast clouds,-23.5833,148.8833,
957,Gizo,SB,83.98,light rain,-8.103,156.8419,
959,Tubuala,PA,79.34,overcast clouds,9.5167,-79.0333,
961,Tadine,NC,81.09,broken clouds,-21.55,167.8833,
962,Kulhudhuffushi,MV,81.9,few clouds,6.6221,73.07,
963,Warri,NG,77.58,overcast clouds,5.5167,5.75,
967,Mlonggo,ID,84.09,overcast clouds,-6.5333,110.7,
971,Parnamirim,BR,79.14,scattered clouds,-5.9156,-35.2628,
979,Kapit,MY,78.1,overcast clouds,2.0167,112.9333,
980,Maryborough,AU,80.11,light rain,-25.5333,152.7,
984,Bartica,GY,77.32,overcast clouds,6.4,-58.6167,
985,Sulangan,PH,81.55,scattered clouds,11.1373,123.7228,
987,Kirakira,SB,78.93,light rain,-10.4544,161.9205,
990,Basco,PH,75.52,overcast clouds,20.4487,121.9702,
993,Madimba,TZ,77.38,light rain,-10.4,40.3333,
1008,Lufilufi,WS,85.78,few clouds,-13.8745,-171.5986,
1011,Chirongui,YT,78.73,clear sky,-12.9319,45.1483,
1012,Tucuma,BR,76.28,light rain,-0.1833,-50.05,
1015,Lighthouse Point,US,75.0,few clouds,26.2756,-80.0873,
1017,Tiarei,PF,86.02,broken clouds,-17.5333,-149.3333,
1020,Akyab,MM,80.29,broken clouds,20.15,92.9,
1026,Indramayu,ID,81.28,overcast clouds,-6.3264,108.32,
1031,Saposoa,PE,77.61,overcast clouds,-6.934,-76.7716,
1035,Chodavaram,IN,78.64,broken clouds,17.8333,82.95,
1039,Matara,LK,80.1,broken clouds,5.9485,80.5353,
1044,Puro,PH,81.43,few clouds,12.4841,123.3827,
1045,San Pedro De Macoris,DO,77.49,overcast clouds,18.4616,-69.2972,
1052,Inhambane,MZ,75.51,clear sky,-23.865,35.3833,
1055,Sao Miguel,BR,79.57,scattered clouds,-5.4667,-35.3667,
1062,Banda Aceh,ID,82.31,broken clouds,5.5577,95.3222,
1068,Dalby,AU,85.98,overcast clouds,-27.1833,151.2667,
1069,Galle,LK,80.24,scattered clouds,6.0367,80.217,
1075,Miri,MY,78.94,scattered clouds,4.4148,114.0089,
1086,Morondava,MG,78.62,clear sky,-20.2833,44.2833,
1091,Labuan,MY,82.76,few clouds,5.2767,115.2417,
1096,Tubigan,PH,81.9,overcast clouds,8.5322,124.3122,
1103,Brazzaville,CG,75.56,moderate rain,-4.2658,15.2832,
1114,Conceicao Das Alagoas,BR,78.58,overcast clouds,-19.9147,-48.3883,
1129,Mtwara,TZ,77.43,light rain,-10.2667,40.1833,
1130,Pitimbu,BR,79.39,broken clouds,-7.4706,-34.8086,
1131,Kualakapuas,ID,80.76,overcast clouds,-3.0091,114.3876,
1135,Maunabo,PR,80.44,overcast clouds,18.0072,-65.8993,
1143,Bonthe,SL,79.27,few clouds,7.5264,-12.505,
1144,Koungou,YT,78.51,few clouds,-12.7336,45.2042,
1150,Ipixuna,BR,76.95,overcast clouds,-1.7625,-48.8043,
1153,Richards Bay,ZA,76.33,overcast clouds,-28.783,32.0377,
1156,Merauke,ID,86.41,overcast clouds,-8.4667,140.3333,
1157,Fortaleza,BR,84.25,scattered clouds,-3.7227,-38.5247,
1167,Kampot,KH,82.45,overcast clouds,10.6167,104.1833,
1168,Coro,VE,77.61,overcast clouds,11.4045,-69.6734,
1173,Ciudad Guayana,VE,76.51,scattered clouds,8.3533,-62.6528,
1175,Thiruvarur,IN,81.93,clear sky,10.7667,79.65,
1177,Teluk Nibung,ID,81.72,overcast clouds,3.001,99.8164,
1184,Manokwari,ID,84.24,overcast clouds,-0.8667,134.0833,
1190,Bairiki,KI,87.8,few clouds,1.3292,172.9752,
1191,Yendi,GH,75.16,overcast clouds,9.4427,-0.0099,
1192,Broken Hill,AU,78.51,broken clouds,-31.95,141.4333,
1194,Cap Malheureux,MU,77.49,scattered clouds,-19.9842,57.6142,
1203,Marsh Harbour,BS,77.22,few clouds,26.5412,-77.0636,
1204,Bambanglipuro,ID,80.85,light rain,-7.95,110.2833,
1206,Aparecida Do Taboado,BR,77.52,broken clouds,-20.0867,-51.0936,
1211,Coruripe,BR,76.77,scattered clouds,-10.1256,-36.1756,
1213,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,
1215,Chauk,MM,76.93,clear sky,20.8833,94.8167,
1227,Alim,PH,82.13,overcast clouds,9.5649,122.4876,
1255,Sokoni,TZ,78.64,light rain,-6.4333,39.55,
1263,Tulagi,SB,82.2,light rain,-9.0996,160.1476,
1271,Razole,IN,80.89,clear sky,16.4833,81.8333,
1273,Sorong,ID,84.61,overcast clouds,-0.8833,131.25,
1275,Sri Aman,MY,78.85,scattered clouds,1.2376,111.4621,
1281,Moroni,KM,78.75,broken clouds,-11.7022,43.2551,
1285,Koungheul,SN,76.66,overcast clouds,13.9833,-14.8,
1288,Matinhos,BR,75.65,overcast clouds,-25.8175,-48.5428,
1309,Sambava,MG,75.81,light rain,-14.2667,50.1667,
1310,Porto Novo,BJ,79.09,broken clouds,6.4965,2.6036,
1313,Utinga,BR,78.06,scattered clouds,-5.8172,-35.3954,
