City_ID,City,Lat,Lng,Feels Like,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
0,Oranjemund,-28.55,16.4333,63.59,63.32,63.32,90,52,6.51,NA,broken clouds,2021-12-05 20:06:09
1,Chokurdakh,70.6333,147.9167,-54.87,-42.27,-42.27,100,61,5.32,RU,broken clouds,2021-12-05 20:06:10
2,Lamar,33.6668,-95.5836,73.0,69.78,75.36,78,90,18.41,US,overcast clouds,2021-12-05 20:06:10
3,Saint-Philippe,-21.3585,55.7679,77.0,75.22,76.59,80,37,10.31,RE,scattered clouds,2021-12-05 20:06:10
4,Kodiak,57.79,-152.4072,21.58,27.91,27.91,93,20,5.75,US,few clouds,2021-12-05 20:06:11
5,Tirumullaivasal,11.2333,79.8333,80.15,78.67,78.67,83,25,6.31,IN,scattered clouds,2021-12-05 20:06:11
6,Bluff,-46.6,168.3333,49.03,51.8,51.8,50,89,11.52,NZ,overcast clouds,2021-12-05 20:06:11
7,Matara,5.9485,80.5353,77.4,75.83,75.83,91,96,3.58,LK,moderate rain,2021-12-05 20:06:12
8,Kavieng,-2.5744,150.7967,89.02,82.09,82.09,80,96,7.85,PG,overcast clouds,2021-12-05 20:06:12
9,Castro,-24.7911,-50.0119,68.52,68.41,68.41,76,92,9.93,BR,overcast clouds,2021-12-05 20:06:12
10,Faanui,-16.4833,-151.75,84.81,81.01,81.01,71,46,18.99,PF,scattered clouds,2021-12-05 20:06:13
11,Saint George,37.1041,-113.5841,56.5,55.99,70.54,29,1,3.44,US,clear sky,2021-12-05 20:03:03
12,Bonfim,3.0833,-59.95,93.52,89.65,89.65,49,100,8.88,BR,overcast clouds,2021-12-05 20:06:14
13,Barrow,71.2906,-156.7887,-3.98,8.62,8.62,78,1,16.11,US,clear sky,2021-12-05 20:06:14
14,Taksimo,56.3444,114.8794,-1.17,5.25,5.25,90,100,3.11,RU,overcast clouds,2021-12-05 20:03:10
15,Honningsvag,70.9821,25.9704,13.46,26.06,26.06,82,94,23.49,NO,overcast clouds,2021-12-05 20:06:14
16,Busselton,-33.65,115.3333,59.27,58.08,60.04,75,54,16.44,AU,broken clouds,2021-12-05 20:06:15
17,Avarua,-21.2078,-159.775,87.28,80.65,80.65,89,75,6.91,CK,light rain,2021-12-05 20:06:15
18,Clyde River,70.4692,-68.5914,-1.97,10.63,10.63,85,100,39.12,CA,snow,2021-12-05 20:06:15
19,Punta Arenas,-53.15,-70.9167,52.83,55.11,55.51,44,20,24.16,CL,few clouds,2021-12-05 20:06:16
20,Fairbanks,64.8378,-147.7164,-7.73,-18.4,1.92,77,1,0.0,US,clear sky,2021-12-05 20:06:16
21,Hualmay,-11.0964,-77.6139,69.94,69.57,69.57,79,100,10.4,PE,overcast clouds,2021-12-05 20:06:17
22,Kapaa,22.0752,-159.319,75.92,74.48,77.32,69,1,1.99,US,light rain,2021-12-05 20:06:17
23,Dongtai,32.8523,120.3095,41.27,44.65,44.65,90,0,6.04,CN,clear sky,2021-12-05 20:04:58
24,Petropavlovsk-Kamchatskiy,53.0452,158.6483,13.44,21.78,21.79,58,75,6.71,RU,broken clouds,2021-12-05 20:03:20
25,Kencong,-8.2833,113.3667,78.39,76.86,76.86,88,100,2.77,ID,overcast clouds,2021-12-05 20:06:18
26,Vaini,-21.2,-175.2,86.43,80.76,80.76,83,75,10.36,TO,light rain,2021-12-05 20:06:18
27,Cardedeu,41.6398,2.3574,41.94,37.92,48.43,47,3,5.86,ES,clear sky,2021-12-05 20:06:18
28,Saskylakh,71.9167,114.0833,-36.22,-23.62,-23.62,95,100,7.9,RU,overcast clouds,2021-12-05 20:06:19
29,Srednekolymsk,67.45,153.6833,-61.24,-48.64,-48.64,99,71,4.7,RU,broken clouds,2021-12-05 20:06:19
30,Bethel,41.3712,-73.414,42.31,41.31,46.72,39,1,3.44,US,clear sky,2021-12-05 20:06:19
31,Isiro,2.7739,27.616,68.29,67.26,67.26,98,100,3.22,CD,overcast clouds,2021-12-05 20:06:20
32,Carnarvon,-24.8667,113.6333,75.74,75.27,75.27,69,0,20.71,AU,clear sky,2021-12-05 20:06:20
33,Nanortalik,60.1432,-45.2371,15.57,28.17,28.17,68,89,26.46,GL,light snow,2021-12-05 20:06:20
34,Georgetown,5.4112,100.3354,79.11,76.93,77.9,80,20,9.22,MY,few clouds,2021-12-05 20:06:21
35,Albany,42.6001,-73.9662,37.85,36.16,43.09,52,95,3.4,US,overcast clouds,2021-12-05 20:06:21
36,Lagoa,39.05,-27.9833,62.82,63.27,63.27,75,60,11.27,PT,broken clouds,2021-12-05 20:06:21
37,Marzuq,14.4,46.4667,59.85,61.84,61.84,45,5,0.76,YE,clear sky,2021-12-05 20:06:22
38,Dikson,73.5069,80.5464,-11.87,0.73,0.73,94,100,9.24,RU,overcast clouds,2021-12-05 20:06:22
39,Rikitea,-23.1203,-134.9692,76.78,75.96,75.96,75,97,7.83,PF,overcast clouds,2021-12-05 20:06:22
40,Jamestown,42.097,-79.2353,33.48,37.51,42.12,50,90,10.0,US,overcast clouds,2021-12-05 20:01:57
41,Pisco,-13.7,-76.2167,73.92,70.02,73.45,73,40,6.91,PE,scattered clouds,2021-12-05 20:06:23
42,Ponta Do Sol,32.6667,-17.1,64.42,63.12,66.83,74,64,7.47,PT,broken clouds,2021-12-05 20:06:23
43,Tshikapa,-6.4167,20.8,71.1,69.76,69.76,99,100,3.18,CD,light rain,2021-12-05 20:06:23
44,Harper,4.375,-7.7169,86.09,80.85,80.85,80,9,8.57,LR,clear sky,2021-12-05 20:06:24
45,Ushuaia,-54.8,-68.3,48.69,51.62,51.62,47,73,13.8,AR,light rain,2021-12-05 20:06:24
46,San Patricio,28.017,-97.5169,82.53,74.82,86.09,62,100,17.2,US,overcast clouds,2021-12-05 20:06:25
47,Nola,40.922,14.5329,48.18,47.64,51.58,88,100,5.01,IT,overcast clouds,2021-12-05 20:07:25
48,Port Lincoln,-34.7333,135.8667,55.99,56.71,56.71,83,0,2.57,AU,clear sky,2021-12-05 20:07:25
49,Cardston,49.2,-113.3019,3.6,12.43,15.04,75,100,5.53,CA,overcast clouds,2021-12-05 20:07:26
50,Hobart,-42.8794,147.3294,51.58,51.26,54.27,69,40,1.99,AU,scattered clouds,2021-12-05 20:07:26
51,Rundu,-17.9333,19.7667,71.04,70.92,70.92,71,95,10.02,NA,light rain,2021-12-05 20:07:26
52,North Bend,43.4065,-124.2243,49.12,46.87,51.71,89,1,6.91,US,clear sky,2021-12-05 20:07:26
53,Mandera,3.9366,41.867,83.46,84.65,84.65,37,60,8.21,KE,broken clouds,2021-12-05 20:07:27
54,Kongoussi,13.3258,-1.5347,78.71,80.76,80.76,11,4,8.68,BF,clear sky,2021-12-05 20:06:18
55,Shakawe,-18.3667,21.85,73.47,73.54,73.54,61,100,3.91,BW,overcast clouds,2021-12-05 20:07:27
56,Porto Novo,6.4965,2.6036,88.88,82.36,82.36,77,97,9.55,BJ,overcast clouds,2021-12-05 20:07:28
57,New Norfolk,-42.7826,147.0587,49.8,50.9,53.92,63,91,1.01,AU,overcast clouds,2021-12-05 20:07:28
58,Upernavik,72.7868,-56.1549,27.14,27.14,27.14,75,100,2.01,GL,overcast clouds,2021-12-05 20:07:28
59,Saint-Pierre,-21.3393,55.4781,76.91,75.29,76.68,76,20,3.44,RE,few clouds,2021-12-05 20:07:29
60,Atuona,-9.8,-139.0333,78.71,78.71,78.71,72,8,20.0,PF,clear sky,2021-12-05 20:07:29
61,Mackay,-21.15,149.2,73.9,73.69,78.04,67,81,13.96,AU,broken clouds,2021-12-05 20:07:29
62,Raahe,64.6833,24.4833,-11.81,-0.31,-0.31,92,15,5.66,FI,few clouds,2021-12-05 20:07:30
63,Hermanus,-34.4187,19.2345,62.11,61.81,61.9,94,100,11.86,ZA,light rain,2021-12-05 20:07:30
64,Iqaluit,63.7506,-68.5145,-2.9,9.7,9.7,66,100,21.0,CA,overcast clouds,2021-12-05 20:07:30
65,Yellowknife,62.456,-114.3525,-29.18,-18.71,-16.58,91,26,5.93,CA,scattered clouds,2021-12-05 20:07:31
66,Yantal,56.8471,105.2542,13.1,22.01,22.01,94,100,7.45,RU,light snow,2021-12-05 20:07:31
67,Arraial Do Cabo,-22.9661,-42.0278,79.88,78.66,78.66,78,20,17.27,BR,few clouds,2021-12-05 20:07:31
68,Nioro,13.35,-15.75,82.13,85.3,85.3,16,85,7.63,GM,overcast clouds,2021-12-05 20:07:32
69,Sindor,62.8629,51.8905,-2.65,-2.65,-2.65,95,64,2.57,RU,broken clouds,2021-12-05 20:07:32
70,Port Augusta,-32.5,137.7667,66.38,66.97,66.97,64,83,3.53,AU,broken clouds,2021-12-05 20:07:32
71,Puerto Ayora,-0.7393,-90.3518,76.23,75.16,75.16,82,64,9.62,EC,broken clouds,2021-12-05 20:07:33
72,Port Alfred,-33.5906,26.891,70.63,69.55,69.55,94,100,13.62,ZA,overcast clouds,2021-12-05 20:07:33
73,Fecamp,49.7579,0.3746,36.93,43.56,47.28,74,94,25.26,FR,overcast clouds,2021-12-05 20:07:33
74,Aswan,24.0934,32.907,60.4,63.09,63.09,28,5,12.57,EG,clear sky,2021-12-05 20:07:34
75,Milkovo,54.7167,158.6167,-1.86,7.09,7.09,89,95,4.76,RU,overcast clouds,2021-12-05 20:07:34
76,Wasilla,61.5814,-149.4394,14.11,7.48,20.39,73,90,0.0,US,overcast clouds,2021-12-05 20:07:34
77,Olga,43.7444,135.2892,23.14,29.59,29.59,89,12,6.26,RU,few clouds,2021-12-05 20:07:35
78,Olafsvik,64.8945,-23.7142,40.1,41.94,41.94,89,100,3.42,IS,moderate rain,2021-12-05 20:07:35
79,Mangai,-4.05,19.5333,71.98,70.57,70.57,99,100,2.35,CD,overcast clouds,2021-12-05 20:07:35
80,Imeni Tsyurupy,55.4957,38.6506,24.84,28.15,28.78,98,95,3.09,RU,overcast clouds,2021-12-05 20:07:36
81,Pahrump,36.2083,-115.9839,63.23,63.95,73.06,19,5,1.99,US,clear sky,2021-12-05 20:05:19
82,Chokwe,-24.5333,32.9833,88.23,87.42,87.42,44,75,10.38,MZ,broken clouds,2021-12-05 20:07:36
83,Chimoio,-19.1164,33.4833,71.71,71.26,71.26,77,1,6.4,MZ,clear sky,2021-12-05 20:07:36
84,Bredasdorp,-34.5322,20.0403,61.54,61.29,61.29,94,100,6.96,ZA,light rain,2021-12-05 20:07:37
85,Sunrise Manor,36.2111,-115.0731,69.03,66.29,76.19,17,1,0.0,US,clear sky,2021-12-05 20:07:37
86,Dunedin,-45.8742,170.5036,53.1,54.81,54.81,66,100,3.0,NZ,overcast clouds,2021-12-05 20:07:38
87,Vestmannaeyjar,63.4427,-20.2734,37.49,44.96,44.96,90,100,17.74,IS,overcast clouds,2021-12-05 20:07:38
88,Sur,22.5667,59.5289,74.17,73.8,73.8,70,0,6.44,OM,clear sky,2021-12-05 20:07:38
89,Kahului,20.8947,-156.47,75.63,72.66,75.22,81,90,4.61,US,light rain,2021-12-05 20:07:39
90,Wilkie,52.4168,-108.7014,-15.7,-3.1,-3.1,78,98,12.62,CA,overcast clouds,2021-12-05 20:04:59
91,Arman,59.7,150.1667,-28.05,-15.45,-15.45,95,33,6.22,RU,scattered clouds,2021-12-05 20:07:39
92,Torbay,47.6666,-52.7314,29.26,31.87,33.76,69,31,4.0,CA,scattered clouds,2021-12-05 20:03:19
93,Asau,46.4333,26.4,32.16,32.92,34.95,83,100,3.38,RO,overcast clouds,2021-12-05 20:08:40
94,Butaritari,3.0707,172.7902,88.65,81.84,81.84,81,100,14.43,KI,light rain,2021-12-05 20:08:40
95,Kyshtovka,56.555,76.6271,18.63,29.26,29.26,90,100,13.65,RU,overcast clouds,2021-12-05 20:08:40
96,Guerrero Negro,27.9769,-114.0611,68.99,69.35,69.35,64,1,14.45,MX,clear sky,2021-12-05 20:08:41
97,Odweyne,9.4092,45.064,62.96,63.99,63.99,61,16,8.01,SO,few clouds,2021-12-05 20:08:41
98,Nome,64.5011,-165.4064,17.67,29.16,30.27,93,90,27.63,US,light snow,2021-12-05 20:08:41
99,Kisesa,-3.0833,34.15,69.66,70.09,70.09,61,100,6.58,TZ,overcast clouds,2021-12-05 20:08:42
100,Matam,15.6175,-13.3303,82.11,85.32,85.32,11,100,10.8,SN,overcast clouds,2021-12-05 20:08:42
101,Vostok,46.4856,135.8833,5.18,14.22,14.22,91,17,5.88,RU,few clouds,2021-12-05 20:08:42
102,Presidente Epitacio,-21.7633,-52.1156,96.01,99.1,99.1,19,20,3.76,BR,few clouds,2021-12-05 20:08:43
103,Seymchan,62.8833,152.4333,-48.78,-48.78,-48.78,97,56,0.16,RU,broken clouds,2021-12-05 20:08:43
104,Oriximina,-1.7656,-55.8661,92.71,87.44,87.44,57,92,5.41,BR,overcast clouds,2021-12-05 20:08:43
105,Haines Junction,60.7522,-137.5108,-4.67,-4.67,-4.67,98,100,1.61,CA,overcast clouds,2021-12-05 20:08:44
106,Alofi,-19.0595,-169.9187,80.15,78.67,78.67,83,88,18.99,NU,overcast clouds,2021-12-05 20:08:44
107,Florida,28.7505,-82.5001,77.04,73.8,80.04,59,1,6.91,US,clear sky,2021-12-05 20:08:44
108,Myitkyina,25.3833,97.4,61.38,61.66,61.66,82,22,2.44,MM,few clouds,2021-12-05 20:08:45
109,Poum,-20.2333,164.0167,84.09,80.06,80.06,78,10,14.41,NC,clear sky,2021-12-05 20:08:45
110,Vaitape,-16.5167,-151.75,84.72,80.96,80.96,71,50,18.95,PF,scattered clouds,2021-12-05 20:08:45
111,Broken Hill,-31.95,141.4333,67.78,69.87,69.87,26,65,8.21,AU,broken clouds,2021-12-05 20:08:46
112,Nikolskoye,59.7035,30.7861,-11.25,-0.51,2.01,97,10,5.1,RU,clear sky,2021-12-05 20:08:46
113,Mataura,-46.1927,168.8643,50.47,51.48,51.48,88,99,3.22,NZ,overcast clouds,2021-12-05 20:08:46
114,Hudiksvall,61.729,17.1036,4.12,12.2,12.2,84,100,4.76,SE,light snow,2021-12-05 20:08:47
115,Bakchar,57.0186,82.0711,18.9,28.9,28.9,91,100,11.97,RU,overcast clouds,2021-12-05 20:08:47
116,Rio Gallegos,-51.6226,-69.2181,60.62,63.28,63.28,28,99,27.54,AR,overcast clouds,2021-12-05 20:04:47
117,Ojinaga,29.5667,-104.4167,71.13,71.42,74.57,35,1,0.0,MX,clear sky,2021-12-05 20:08:48
118,Thompson,55.7435,-97.8558,-22.92,-10.32,-10.32,85,33,8.39,CA,scattered clouds,2021-12-05 20:04:19
119,Shihezi,44.3,86.0333,22.62,26.89,26.89,82,21,3.65,CN,few clouds,2021-12-05 20:08:48
120,Santa Rosa De Viterbo,-21.4728,-47.3631,86.99,81.07,81.07,82,92,5.61,BR,light rain,2021-12-05 20:08:48
121,Ribas Do Rio Pardo,-20.4431,-53.7592,91.62,93.88,93.88,26,18,12.33,BR,few clouds,2021-12-05 20:08:49
122,Hirara,24.8,125.2833,70.21,70.29,70.29,68,47,18.28,JP,scattered clouds,2021-12-05 20:08:49
123,Porto Calvo,-9.045,-35.3983,79.95,79.95,79.95,83,58,8.52,BR,broken clouds,2021-12-05 20:08:49
124,Kendari,-3.945,122.4989,76.69,75.02,75.02,95,100,2.39,ID,light rain,2021-12-05 20:08:50
125,Labuhan,-6.8844,112.2051,79.77,78.42,78.42,81,100,9.6,ID,moderate rain,2021-12-05 20:08:50
126,Dwarka,22.2394,68.9678,74.32,74.79,74.79,50,0,14.27,IN,clear sky,2021-12-05 20:08:50
127,Macas,-2.3167,-78.1167,77.56,76.75,76.75,73,40,2.3,EC,light rain,2021-12-05 20:08:51
128,Mount Isa,-20.7333,139.5,75.16,74.97,74.97,64,99,8.05,AU,overcast clouds,2021-12-05 20:08:51
129,Dudinka,69.4058,86.1778,-32.98,-20.38,-20.38,97,100,23.4,RU,light snow,2021-12-05 20:08:52
130,Victoria,22.2855,114.1577,61.18,60.39,64.38,66,62,1.01,HK,broken clouds,2021-12-05 20:05:15
131,Vila,42.0304,-8.1588,38.95,40.33,42.33,84,97,4.36,PT,overcast clouds,2021-12-05 20:08:52
132,Eureka,40.8021,-124.1637,49.93,49.39,54.57,90,71,9.55,US,broken clouds,2021-12-05 20:05:55
133,Tura,25.5198,90.2201,65.5,65.35,65.35,83,100,1.72,IN,overcast clouds,2021-12-05 20:08:53
134,Gat,31.61,34.7642,57.4,56.79,60.4,100,3,7.18,IL,clear sky,2021-12-05 20:08:53
135,Costa Rica,-23.4167,-54.65,90.25,91.71,91.71,31,49,8.55,BR,scattered clouds,2021-12-05 20:09:53
136,Vao,-22.6667,167.4833,75.43,74.39,74.39,83,100,20.6,NC,overcast clouds,2021-12-05 20:09:54
137,Henderson,36.0397,-114.9819,69.04,68.83,76.12,19,1,0.0,US,clear sky,2021-12-05 20:05:13
138,Omboue,-1.5746,9.2618,80.31,78.62,78.62,88,100,6.62,GA,moderate rain,2021-12-05 20:09:54
139,Lexington,37.9887,-84.4777,64.02,62.89,66.15,55,1,3.0,US,clear sky,2021-12-05 20:06:32
140,Longyearbyen,78.2186,15.6401,-0.56,12.04,12.04,79,75,14.97,SJ,broken clouds,2021-12-05 20:09:55
141,Bolshevik,54.0065,27.5692,20.53,23.63,24.42,96,100,3.13,BY,overcast clouds,2021-12-05 20:09:55
142,Airai,-8.9266,125.4092,61.61,61.45,61.45,92,100,0.83,TL,overcast clouds,2021-12-05 20:09:55
143,Ust-Nera,64.5667,143.2,-38.52,-25.92,-25.92,97,100,5.39,RU,overcast clouds,2021-12-05 20:09:56
144,Weiser,44.251,-116.9693,44.37,46.87,50.31,43,41,11.97,US,scattered clouds,2021-12-05 20:09:56
145,Ahipara,-35.1667,173.1667,70.81,70.23,70.23,82,47,9.24,NZ,scattered clouds,2021-12-05 20:09:56
146,Agadez,19.75,10.25,59.81,62.89,62.89,20,50,5.59,NE,scattered clouds,2021-12-05 20:09:57
147,Sibolga,1.7427,98.7792,76.8,75.42,75.42,88,97,3.06,ID,overcast clouds,2021-12-05 20:07:16
148,Kaihua,23.3687,104.28,48.58,48.58,48.58,90,10,1.32,CN,clear sky,2021-12-05 20:09:57
149,Usevya,-7.1,31.2333,66.88,66.7,66.7,81,96,4.63,TZ,overcast clouds,2021-12-05 20:09:57
150,Sitka,57.0531,-135.33,26.87,33.69,33.69,80,90,8.05,US,light snow,2021-12-05 20:08:46
151,Flin Flon,54.7682,-101.865,-19.48,-6.88,-6.88,73,98,10.83,CA,overcast clouds,2021-12-05 20:09:58
152,Saint-Augustin,51.226,-58.6502,14.27,22.71,22.71,58,100,7.05,CA,overcast clouds,2021-12-05 20:09:58
153,Hilo,19.7297,-155.09,72.37,69.62,77.29,93,90,3.44,US,light rain,2021-12-05 20:09:59
154,Erenhot,43.6475,111.9767,15.28,22.17,22.17,66,2,5.23,CN,clear sky,2021-12-05 20:09:59
155,Terre Haute,39.4667,-87.4139,48.0,45.12,55.24,93,90,1.99,US,overcast clouds,2021-12-05 20:09:59
156,Bolshoye Nagatkino,54.5196,47.9679,25.57,25.57,25.57,91,55,1.01,RU,broken clouds,2021-12-05 20:10:00
157,Mar Del Plata,-38.0023,-57.5575,63.82,63.88,63.88,82,21,13.0,AR,few clouds,2021-12-05 20:10:00
158,Port Blair,11.6667,92.75,79.34,78.37,78.37,73,10,8.95,IN,clear sky,2021-12-05 20:10:00
159,Hasaki,35.7333,140.8333,34.81,41.4,43.29,64,100,11.43,JP,overcast clouds,2021-12-05 20:10:01
160,Kruisfontein,-34.0033,24.7314,66.16,65.88,65.88,85,97,7.63,ZA,overcast clouds,2021-12-05 20:10:01
161,Qaanaaq,77.484,-69.3632,12.87,20.89,20.89,74,100,6.15,GL,overcast clouds,2021-12-05 20:10:01
162,Pilar,-9.5972,-35.9567,78.73,78.73,78.73,78,57,9.46,BR,broken clouds,2021-12-05 20:10:02
163,Kaitangata,-46.2817,169.8464,50.76,52.93,52.93,60,100,5.61,NZ,overcast clouds,2021-12-05 20:10:02
164,Cheremshan,54.6667,51.5,19.67,26.58,26.58,81,100,6.13,RU,overcast clouds,2021-12-05 20:10:02
165,Lago Da Pedra,-4.3333,-45.1667,88.03,81.32,81.32,84,62,3.22,BR,broken clouds,2021-12-05 20:10:03
166,Tuktoyaktuk,69.4541,-133.0374,-27.98,-15.38,-15.38,85,78,7.85,CA,broken clouds,2021-12-05 20:10:03
167,Letterkenny,54.95,-7.7333,37.8,40.89,40.89,89,100,4.65,IE,overcast clouds,2021-12-05 20:10:04
168,Ko Samui,9.5357,99.9357,79.18,78.48,78.48,67,76,12.19,TH,broken clouds,2021-12-05 20:10:04
169,Cabo San Lucas,22.8909,-109.9124,84.52,76.14,83.52,58,40,3.0,MX,scattered clouds,2021-12-05 20:10:04
170,Cherskiy,68.75,161.3,-59.76,-47.16,-47.16,100,84,4.68,RU,broken clouds,2021-12-05 20:10:05
171,Severo-Kurilsk,50.6789,156.125,19.08,31.68,31.68,71,92,23.71,RU,overcast clouds,2021-12-05 20:10:05
172,Kasamwa,-2.85,32.4333,68.11,68.04,68.04,76,99,3.56,TZ,overcast clouds,2021-12-05 20:10:05
173,Ust-Kuyga,70.0167,135.6,-33.12,-21.89,-21.89,99,100,3.56,RU,overcast clouds,2021-12-05 20:10:06
174,Hithadhoo,-0.6,73.0833,86.76,81.23,81.23,79,100,14.05,MV,overcast clouds,2021-12-05 20:10:06
175,Lima,-12.0432,-77.0282,66.94,66.45,67.14,88,90,11.5,PE,moderate rain,2021-12-05 20:06:31
176,Pundaguitan,6.3711,126.1689,85.17,80.44,80.44,80,87,14.07,PH,overcast clouds,2021-12-05 20:10:06
177,Ribeira Grande,38.5167,-28.7,64.17,64.8,64.8,68,40,8.05,PT,scattered clouds,2021-12-05 20:10:07
178,Batemans Bay,-35.7167,150.1833,56.93,53.91,59.2,66,99,3.02,AU,overcast clouds,2021-12-05 20:10:07
179,Tabou,4.423,-7.3528,86.32,80.87,80.87,81,14,8.03,CI,few clouds,2021-12-05 20:10:07
180,Zhangye,38.9342,100.4517,23.67,30.76,30.76,38,10,7.49,CN,clear sky,2021-12-05 20:10:08
181,Sistranda,63.7256,8.834,10.36,22.89,22.96,68,71,14.83,NO,broken clouds,2021-12-05 20:10:08
182,Dubrovka,53.6907,33.5071,18.32,23.92,24.78,96,97,5.28,RU,overcast clouds,2021-12-05 20:11:09
183,Martapura,-3.4167,114.85,78.89,78.89,78.89,89,90,2.3,ID,overcast clouds,2021-12-05 20:11:09
184,Davila,18.4726,120.5763,74.28,73.56,73.56,78,66,18.68,PH,broken clouds,2021-12-05 20:11:09
185,Hienghene,-20.6833,164.9333,79.12,77.92,77.92,79,47,7.85,NC,scattered clouds,2021-12-05 20:11:10
186,Tasiilaq,65.6145,-37.6368,18.0,30.6,30.6,85,98,33.04,GL,light snow,2021-12-05 20:11:10
187,Guskhara,23.5,87.75,68.27,67.41,67.41,94,100,7.4,IN,overcast clouds,2021-12-05 20:11:10
188,Sorland,67.667,12.6934,12.47,23.07,23.07,69,100,10.33,NO,overcast clouds,2021-12-05 20:11:11
189,Orda,57.1951,56.9091,2.28,13.89,13.89,82,96,8.63,RU,overcast clouds,2021-12-05 20:11:11
190,Aden,12.7794,45.0367,82.13,80.08,80.08,62,34,11.77,YE,scattered clouds,2021-12-05 20:11:11
191,Mugur-Aksy,50.35,90.5,-3.39,7.84,7.84,54,99,6.78,RU,overcast clouds,2021-12-05 20:11:12
192,Mercedes,-34.6515,-59.4307,78.75,74.89,80.04,54,14,10.33,AR,few clouds,2021-12-05 20:11:12
193,Makakilo City,21.3469,-158.0858,71.44,64.72,73.72,86,90,9.22,US,light rain,2021-12-05 20:07:01
194,Margate,51.3813,1.3862,30.6,40.17,42.31,89,99,27.63,GB,overcast clouds,2021-12-05 20:11:13
195,Vanimo,-2.6741,141.3028,78.91,78.91,78.91,83,91,7.02,PG,overcast clouds,2021-12-05 20:11:13
196,Isangel,-19.55,169.2667,79.21,79.21,79.21,78,52,10.33,VU,broken clouds,2021-12-05 20:11:13
197,Punta De Bombon,-17.1717,-71.7931,69.71,69.44,69.44,77,100,6.33,PE,overcast clouds,2021-12-05 20:11:14
198,Dali,25.7,100.1833,45.77,45.77,45.77,92,36,0.67,CN,scattered clouds,2021-12-05 20:11:14
199,Ban Nahin,18.2418,104.2122,53.76,55.29,55.29,69,28,4.14,LA,scattered clouds,2021-12-05 20:11:14
200,Khatanga,71.9667,102.5,-27.74,-15.14,-15.14,96,100,10.4,RU,overcast clouds,2021-12-05 20:11:15
201,Bengkulu,-3.8004,102.2655,76.24,74.79,74.79,91,97,8.48,ID,light rain,2021-12-05 20:11:15
202,Udachnyy,66.4167,112.4,-35.16,-22.56,-22.56,74,100,18.39,RU,overcast clouds,2021-12-05 20:11:16
203,Prince Albert,53.2001,-105.7677,-16.49,-3.89,-3.89,85,100,10.45,CA,overcast clouds,2021-12-05 20:11:16
204,East London,-33.0153,27.9116,70.66,69.42,69.42,98,100,5.93,ZA,moderate rain,2021-12-05 20:11:16
205,Bocaiuva,-17.1078,-43.815,77.58,76.86,76.86,71,86,4.12,BR,overcast clouds,2021-12-05 20:11:17
206,Hojai,26.0,92.8667,66.99,66.72,66.72,83,100,1.68,IN,overcast clouds,2021-12-05 20:11:17
207,Falam,22.9167,93.6833,57.09,57.13,57.13,97,99,0.13,MM,overcast clouds,2021-12-05 20:11:17
208,Ugoofaaru,5.6667,73.0,87.85,82.13,82.13,75,87,9.86,MV,overcast clouds,2021-12-05 20:11:18
209,Coahuayana,18.7333,-103.6833,96.51,89.08,89.08,58,99,5.91,MX,overcast clouds,2021-12-05 20:11:18
210,Grand Gaube,-20.0064,57.6608,79.07,78.39,79.2,67,12,3.0,MU,few clouds,2021-12-05 20:11:18
211,Tricase,39.9304,18.3553,52.05,53.31,53.31,79,60,22.06,IT,broken clouds,2021-12-05 20:11:19
212,Hofn,64.2539,-15.2082,31.77,42.44,42.44,78,100,30.06,IS,light rain,2021-12-05 20:11:19
213,Makhachkala,42.9764,47.5024,29.77,35.58,35.58,65,99,7.07,RU,overcast clouds,2021-12-05 20:07:07
214,Sakakah,29.9697,40.2064,59.45,62.13,62.13,30,100,11.12,SA,overcast clouds,2021-12-05 20:11:20
215,Hukuntsi,-24.0,21.75,73.09,72.99,72.99,66,100,5.03,BW,overcast clouds,2021-12-05 20:11:20
216,Bambous Virieux,-20.3428,57.7575,79.05,78.22,79.05,73,40,11.5,MU,scattered clouds,2021-12-05 20:11:20
217,Madingou,-4.1536,13.55,77.63,76.05,76.05,91,99,0.76,CG,light rain,2021-12-05 20:11:21
218,Namibe,-15.1961,12.1522,73.31,73.4,73.4,61,1,9.44,AO,clear sky,2021-12-05 20:11:21
219,Pevek,69.7008,170.3133,-20.94,-8.34,-8.34,97,100,9.4,RU,light snow,2021-12-05 20:11:21
220,Kon Tum,14.35,108.0,61.97,61.86,61.86,90,98,3.31,VN,overcast clouds,2021-12-05 20:11:22
221,Laguna,38.421,-121.4238,52.52,46.72,73.63,87,90,3.44,US,overcast clouds,2021-12-05 20:11:22
222,Kitimat,54.0524,-128.6534,30.9,30.9,30.9,52,100,0.78,CA,overcast clouds,2021-12-05 20:12:22
223,Fort Nelson,58.8053,-122.7002,-2.16,-2.16,-2.16,85,6,0.92,CA,clear sky,2021-12-05 20:12:23
224,La Ronge,55.1001,-105.2842,-19.98,-7.38,-7.38,78,84,11.03,CA,broken clouds,2021-12-05 20:12:23
225,Ayagoz,47.9714,80.4392,20.08,20.08,20.08,86,96,0.63,KZ,overcast clouds,2021-12-05 20:12:24
226,Cayenne,4.9333,-52.3333,90.09,82.09,84.24,84,75,4.0,GF,broken clouds,2021-12-05 20:12:24
227,Waddan,29.1614,16.139,52.09,55.18,55.18,36,0,8.37,LY,clear sky,2021-12-05 20:12:24
